timestamp,symbol,open,high,low,close,volume
2024-03-03T00:00:00+00:00,SYNTH,100.4002,101.3729,100.3787,100.9121,1300385
2024-03-04T00:00:00+00:00,SYNTH,100.9121,101.1375,100.5376,100.7414,1458200
2024-03-05T00:00:00+00:00,SYNTH,100.7414,101.8425,99.7349,101.6938,1009702
2024-03-06T00:00:00+00:00,SYNTH,101.6938,102.4455,101.6261,102.3510,1694851
2024-03-07T00:00:00+00:00,SYNTH,102.3510,104.1737,102.2282,103.7382,1128500
2024-03-08T00:00:00+00:00,SYNTH,103.7382,104.9666,103.0362,104.5437,1571910
2024-03-09T00:00:00+00:00,SYNTH,104.5437,104.6735,104.4355,104.6411,1230902
2024-03-10T00:00:00+00:00,SYNTH,104.6411,105.2762,103.6707,103.7732,1111016
2024-03-11T00:00:00+00:00,SYNTH,103.7732,105.0017,103.7138,104.7532,1404778
2024-03-12T00:00:00+00:00,SYNTH,104.7532,104.9609,104.3709,104.5342,1175443
2024-03-13T00:00:00+00:00,SYNTH,104.5342,104.5832,102.5416,102.6185,1108679
2024-03-14T00:00:00+00:00,SYNTH,102.6185,102.7330,101.4049,101.9299,1011476
2024-03-15T00:00:00+00:00,SYNTH,101.9299,102.1107,101.3928,101.4140,1379429
2024-03-16T00:00:00+00:00,SYNTH,101.4140,101.4326,100.6508,101.2109,1283042
2024-03-17T00:00:00+00:00,SYNTH,101.2109,102.1650,101.0075,101.9470,1341814
2024-03-18T00:00:00+00:00,SYNTH,101.9470,102.2277,101.7126,102.0995,1599813
2024-03-19T00:00:00+00:00,SYNTH,102.0995,103.0456,101.9301,102.4608,1122223
2024-03-20T00:00:00+00:00,SYNTH,102.4608,102.6039,102.2395,102.3594,1611745
2024-03-21T00:00:00+00:00,SYNTH,102.3594,102.5967,100.9131,101.3086,1570945
2024-03-22T00:00:00+00:00,SYNTH,101.3086,103.3018,101.0747,102.6687,1574887
2024-03-23T00:00:00+00:00,SYNTH,102.6687,103.9703,102.3172,103.8913,1602970
2024-03-24T00:00:00+00:00,SYNTH,103.8913,104.9145,103.7999,104.3227,1219341
2024-03-25T00:00:00+00:00,SYNTH,104.3227,104.4683,103.8814,104.3112,1426985
2024-03-26T00:00:00+00:00,SYNTH,104.3112,105.0404,104.0524,104.4718,1063194
2024-03-27T00:00:00+00:00,SYNTH,104.4718,104.6880,103.2903,103.4914,1029115
2024-03-28T00:00:00+00:00,SYNTH,103.4914,104.0385,101.3304,101.5716,1050132
2024-03-29T00:00:00+00:00,SYNTH,101.5716,101.8107,99.5680,99.9370,1043943
2024-03-30T00:00:00+00:00,SYNTH,99.9370,99.9923,99.0216,99.2050,1034793
2024-03-31T00:00:00+00:00,SYNTH,99.2050,99.2596,98.4743,98.7200,1201715
2024-04-01T00:00:00+00:00,SYNTH,98.7200,98.9746,97.2669,97.5420,1222221
2024-04-02T00:00:00+00:00,SYNTH,97.5420,97.7953,95.6874,95.7008,1471030
2024-04-03T00:00:00+00:00,SYNTH,95.7008,96.4002,95.2563,96.3931,1114436
2024-04-04T00:00:00+00:00,SYNTH,96.3931,96.8236,95.2031,95.2747,1086083
2024-04-05T00:00:00+00:00,SYNTH,95.2747,95.4944,93.6628,93.8765,1536005
2024-04-06T00:00:00+00:00,SYNTH,93.8765,94.1103,93.5580,93.6628,1286303
2024-04-07T00:00:00+00:00,SYNTH,93.6628,93.7981,92.8528,93.0561,1224735
2024-04-08T00:00:00+00:00,SYNTH,93.0561,94.1602,92.7398,94.0050,1237856
2024-04-09T00:00:00+00:00,SYNTH,94.0050,94.3423,93.3818,93.6128,1000629
2024-04-10T00:00:00+00:00,SYNTH,93.6128,93.7705,92.4517,92.6269,1277165
2024-04-11T00:00:00+00:00,SYNTH,92.6269,92.6954,91.4683,92.0540,1108228
2024-04-12T00:00:00+00:00,SYNTH,92.0540,92.2515,91.7676,92.0900,1183432
2024-04-13T00:00:00+00:00,SYNTH,92.0900,92.2751,91.3603,91.5513,1454822
2024-04-14T00:00:00+00:00,SYNTH,91.5513,91.7246,91.1970,91.2161,1063337
2024-04-15T00:00:00+00:00,SYNTH,91.2161,91.5267,91.0894,91.1517,1094497
2024-04-16T00:00:00+00:00,SYNTH,91.1517,91.3491,90.0347,90.1776,1435242
2024-04-17T00:00:00+00:00,SYNTH,90.1776,90.1848,89.5324,89.5482,1026283
2024-04-18T00:00:00+00:00,SYNTH,89.5482,90.0088,89.2447,89.4661,1195961
2024-04-19T00:00:00+00:00,SYNTH,89.4661,90.7944,89.3805,90.1857,1010842
2024-04-20T00:00:00+00:00,SYNTH,90.1857,90.7112,89.6347,90.1026,1145730
2024-04-21T00:00:00+00:00,SYNTH,90.1026,90.8004,88.4130,88.9523,1414530
2024-04-22T00:00:00+00:00,SYNTH,88.9523,89.8576,88.8916,89.6241,1349053
2024-04-23T00:00:00+00:00,SYNTH,89.6241,90.2700,89.2698,89.9725,1297931
2024-04-24T00:00:00+00:00,SYNTH,89.9725,90.0056,89.3254,89.3320,1427407
2024-04-25T00:00:00+00:00,SYNTH,89.3320,89.6557,89.1786,89.3288,1171835
2024-04-26T00:00:00+00:00,SYNTH,89.3288,89.8609,89.2968,89.7576,1260882
2024-04-27T00:00:00+00:00,SYNTH,89.7576,89.7942,89.2399,89.2883,1458454
2024-04-28T00:00:00+00:00,SYNTH,89.2883,89.3823,88.8490,89.1286,1205815
2024-04-29T00:00:00+00:00,SYNTH,89.1286,89.2205,88.1149,88.6205,1312956
2024-04-30T00:00:00+00:00,SYNTH,88.6205,88.8272,87.3094,87.5876,1400341
